title,genres,cast,crew,runtime,vote_count,monthFact,actorFact,genFact,budget,revenue,popularity,vote_average,IMDB,rotten,metaC,release_date
John Q,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]","{0: 'Denzel Washington', 1: 'Robert Duvall', 2: 'Anne Heche', 3: 'Kimberly Elise', 4: 'Daniel E. Smith', 5: 'Larissa Laskin', 6: 'James Woods'}",Nick Cassavetes,116,594,0,0,1,36000000,102244770,27.465433,7,0.71,0.23,0.3,2002-02-15
Blue Streak,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]","{0: 'Martin Lawrence', 1: 'Luke Wilson', 2: 'Dave Chappelle', 3: 'Peter Greene', 4: 'Nicole Ari Parker', 5: 'William Forsythe', 6: 'Graham Beckel'}",Les Mayfield,93,352,0,0,1,65000000,117758500,16.865782,6.1,0.63,0.36,0.46,1999-09-17
We're the Millers,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]","{0: 'Jason Sudeikis', 1: 'Jennifer Aniston', 2: 'Will Poulter', 3: 'Emma Roberts', 4: 'Ed Helms', 5: 'Nick Offerman', 6: 'Thomas Lennon'}",Rawson Marshall Thurber,110,2972,1,0,1,37000000,269994119,100.348805,6.8,0.7,0.47,0.44,2013-08-07
Breakdown,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]","{0: 'Kurt Russell', 1: 'J. T. Walsh', 2: 'Kathleen Quinlan', 3: 'M.C. Gainey', 4: 'Jack Noseworthy', 5: 'Rex Linn', 6: 'Ritch Brinkley'}",Jonathan Mostow,95,198,1,0,1,36000000,50159144,9.176339,6.6,0.69,0.8,0.73,1997-05-02
Never Say Never Again,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]","{0: 'Sean Connery', 1: 'Kim Basinger', 2: 'Klaus Maria Brandauer', 3: 'Edward Fox', 4: 'Barbara Carrera', 5: 'Max von Sydow', 6: 'Bernie Casey'}",Irvin Kershner,134,338,0,0,1,36000000,160000000,23.380757,5.8,0.62,0.64,0.68,1983-10-07
Hot Tub Time Machine,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]","{0: 'John Cusack', 1: 'Lizzy Caplan', 2: 'Rob Corddry', 3: 'Craig Robinson', 4: 'Clark Duke', 5: 'Chevy Chase', 6: 'Sebastian Stan'}",Steve Pink,101,894,0,0,1,36000000,64572262,33.926473,6,0.64,0.63,0.63,2010-03-26
Dolphin Tale 2,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 18, ""name"": ""Drama""}]","{0: 'Morgan Freeman', 1: 'Ashley Judd', 2: 'Nathan Gamble', 3: 'Cozi Zuehlsdorff', 4: 'Harry Connick Jr.', 5: 'Kris Kristofferson', 6: 'Bethany Hamilton'}",Charles Martin Smith,107,96,0,1,0,36000000,52424533,6.967857,6.7,0.64,0.66,0.58,2014-09-12
Reindeer Games,"[{""id"": 53, ""name"": ""Thriller""}]","{0: 'Ben Affleck', 1: 'Gary Sinise', 2: 'Charlize Theron', 3: 'Dennis Farina', 4: 'Donal Logue', 5: 'Danny Trejo', 6: 'Isaac Hayes'}",John Frankenheimer,124,173,0,0,1,42000000,32168970,11.470135,5.4,0.57,0.25,0.37,2000-02-25
A Man Apart,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]","{0: 'Vin Diesel', 1: 'Larenz Tate', 2: 'Timothy Olyphant', 3: 'Geno Silva', 4: 'Jacqueline Obradors', 5: 'Steve Eastin', 6: 'Juan Fernández'}",F. Gary Gray,109,258,0,0,1,36000000,44350926,19.854932,5.8,0.61,0.11,0.36,2003-04-04
Aloha,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]","{0: 'Bradley Cooper', 1: 'Emma Stone', 2: 'Rachel McAdams', 3: 'Bill Murray', 4: 'John Krasinski', 5: 'Danny McBride', 6: 'Alec Baldwin'}",Cameron Crowe,105,692,1,0,1,37000000,26250020,29.652536,5.2,0.54,0.19,0.4,2015-05-27
The Rite,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]","{0: 'Anthony Hopkins', 1: ""Colin O'Donoghue"", 2: 'Alice Braga', 3: 'Toby Jones', 4: 'Ciarán Hinds', 5: 'Rutger Hauer', 6: 'Marta Gastini'}",Mikael Håfström,114,556,0,0,1,37000000,96047633,11.492474,5.8,0.6,0.21,0.38,2011-01-28
Gattaca,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]","{0: 'Ethan Hawke', 1: 'Jude Law', 2: 'Gore Vidal', 3: 'Uma Thurman', 4: 'Alan Arkin', 5: 'Xander Berkeley', 6: 'Jayne Brook'}",Andrew Niccol,106,1808,0,0,1,36000000,12532777,70.398356,7.5,0.78,0.82,0.64,1997-09-07
Isn't She Great,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]","{0: 'Bette Midler', 1: 'Nathan Lane', 2: 'Stockard Channing', 3: 'David Hyde Pierce', 4: 'John Cleese', 5: 'John Larroquette', 6: 'Amanda Peet'}",Andrew Bergman,95,14,0,0,1,36000000,3003296,1.068453,4.6,0.54,0.25,0.34,2000-01-28
Space Chimps,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]","{0: 'Andy Samberg', 1: 'Cheryl Hines', 2: 'Jeff Daniels', 3: 'Patrick Warburton', 4: 'Kristin Chenoweth', 5: 'Kenan Thompson', 6: 'Zack Shada'}",Kirk De Micco,81,99,1,0,0,37000000,63800345,6.293217,5.2,0.45,0.34,0.36,2008-07-17
The Hangover,"[{""id"": 35, ""name"": ""Comedy""}]","{0: 'Bradley Cooper', 1: 'Ed Helms', 2: 'Zach Galifianakis', 3: 'Justin Bartha', 4: 'Heather Graham', 5: 'Sasha Barrese', 6: 'Jeffrey Tambor'}",Todd Phillips,100,6173,0,0,1,35000000,459270619,82.21166,7.2,0.77,0.79,0.73,2009-06-05
Austin Powers: The Spy Who Shagged Me,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 878, ""name"": ""Science Fiction""}]","{0: 'Mike Myers', 1: 'Heather Graham', 2: 'Michael York', 3: 'Robert Wagner', 4: 'Rob Lowe', 5: 'Seth Green', 6: 'Mindy Sterling'}",Jay Roach,95,1011,0,0,1,33000000,310940086,18.316151,6.2,0.66,0.51,0.59,1999-06-08
Batman,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]","{0: 'Jack Nicholson', 1: 'Michael Keaton', 2: 'Kim Basinger', 3: 'Michael Gough', 4: 'Pat Hingle', 5: 'Billy Dee Williams', 6: 'Jack Palance'}",Tim Burton,126,2096,0,0,1,35000000,411348924,44.104469,7,0.76,0.72,0.69,1989-06-23
Lethal Weapon 3,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]","{0: 'Mel Gibson', 1: 'Danny Glover', 2: 'Joe Pesci', 3: 'Rene Russo', 4: 'Stuart Wilson', 5: 'Steve Kahan', 6: 'Mary Ellen Trainor'}",Richard Donner,118,811,1,0,1,35000000,321731527,36.172182,6.4,0.67,0.57,0.36,1992-05-15
The Blind Side,"[{""id"": 18, ""name"": ""Drama""}]","{0: 'Sandra Bullock', 1: 'Quinton Aaron', 2: 'Kathy Bates', 3: 'Tim McGraw', 4: 'Jae Head', 5: 'Lily Collins', 6: 'Ray McKinnon'}",John Lee Hancock,129,1597,0,0,0,29000000,309208309,25.767395,7.2,0.77,0.67,0.53,2009-11-20
Spy Kids,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}]","{0: 'Alexa PenaVega', 1: 'Daryl Sabara', 2: 'Antonio Banderas', 3: 'Carla Gugino', 4: 'Alan Cumming', 5: 'Teri Hatcher', 6: 'Cheech Marin'}",Robert Rodriguez,88,867,0,1,1,35000000,147934180,21.543389,5.5,0.54,0.93,0.71,2001-03-18
Horrible Bosses,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]","{0: 'Jennifer Aniston', 1: 'Jason Bateman', 2: 'Charlie Day', 3: 'Jason Sudeikis', 4: 'Colin Farrell', 5: 'Jamie Foxx', 6: 'Donald Sutherland'}",Seth Gordon,98,2277,1,0,1,35000000,117000000,50.309843,6.5,0.69,0.69,0.57,2011-07-08
True Grit,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 37, ""name"": ""Western""}]","{0: 'Jeff Bridges', 1: 'Matt Damon', 2: 'Josh Brolin', 3: 'Barry Pepper', 4: 'Hailee Steinfeld', 5: 'Domhnall Gleeson', 6: 'Bruce Green'}",Ethan Coen,110,1668,0,1,1,38000000,252276927,49.292384,7.2,0.76,0.95,0.8,2010-12-22
The Devil Wears Prada,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]","{0: 'Meryl Streep', 1: 'Anne Hathaway', 2: 'Emily Blunt', 3: 'Stanley Tucci', 4: 'Simon Baker', 5: 'Adrian Grenier', 6: 'Tracie Thoms'}",David Frankel,109,3088,0,1,1,35000000,326551094,83.893257,7,0.69,0.75,0.62,2006-06-30
Star Trek: The Motion Picture,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 9648, ""name"": ""Mystery""}]","{0: 'William Shatner', 1: 'Leonard Nimoy', 2: 'DeForest Kelley', 3: 'James Doohan', 4: 'George Takei', 5: 'Walter Koenig', 6: 'Nichelle Nichols'}",Robert Wise,132,530,0,0,1,35000000,139000000,24.616634,6.2,0.64,0.44,0.48,1979-12-06
Identity Thief,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]","{0: 'Jason Bateman', 1: 'Melissa McCarthy', 2: 'Jon Favreau', 3: 'Amanda Peet', 4: 'T.I.', 5: 'Génesis Rodríguez', 6: 'Morris Chestnut'}",Seth Gordon,111,1645,0,0,1,35000000,173965010,34.005726,5.6,0.57,0.19,0.35,2013-02-07
Cape Fear,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]","{0: 'Robert De Niro', 1: 'Nick Nolte', 2: 'Jessica Lange', 3: 'Juliette Lewis', 4: 'Joe Don Baker', 5: 'Robert Mitchum', 6: 'Gregory Peck'}",Martin Scorsese,128,675,0,0,1,35000000,182300000,27.714043,7,0.73,0.75,0.73,1991-11-15
21,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]","{0: 'Jim Sturgess', 1: 'Kevin Spacey', 2: 'Kate Bosworth', 3: 'Aaron Yoo', 4: 'Liza Lapira', 5: 'Jacob Pitts', 6: 'Laurence Fishburne'}",Robert Luketic,123,1375,0,0,0,35000000,69823199,45.149948,6.5,0.68,0.35,0.48,2008-03-27
Trainwreck,"[{""id"": 35, ""name"": ""Comedy""}]","{0: 'Amy Schumer', 1: 'Bill Hader', 2: 'Brie Larson', 3: 'Colin Quinn', 4: 'Vanessa Bayer', 5: 'Tilda Swinton', 6: 'LeBron James'}",Judd Apatow,125,1181,1,0,1,35000000,140795793,72.774941,5.9,0.62,0.86,0.75,2015-07-17
Guess Who,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]","{0: 'Bernie Mac', 1: 'Ashton Kutcher', 2: 'Zoe Saldana', 3: 'Judith Scott', 4: 'Hal Williams', 5: 'Kellee Stewart', 6: 'Jessica Cauffiel'}",Kevin Rodney Sullivan,105,225,0,1,1,35000000,68915888,3.74263,5.5,0.59,0.42,0.49,2005-03-25
The English Patient,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]","{0: 'Ralph Fiennes', 1: 'Juliette Binoche', 2: 'Willem Dafoe', 3: 'Kristin Scott Thomas', 4: 'Naveen Andrews', 5: 'Colin Firth', 6: 'Julian Wadham'}",Anthony Minghella,162,542,0,1,0,27000000,231976425,29.381878,7,0.74,0.84,0.87,1996-11-14
L.A. Confidential,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]","{0: 'Kevin Spacey', 1: 'Guy Pearce', 2: 'Danny DeVito', 3: 'James Cromwell', 4: 'Kim Basinger', 5: 'Russell Crowe', 6: 'David Strathairn'}",Curtis Hanson,138,1310,0,0,1,35000000,126216940,24.860326,7.7,0.83,0.99,0.9,1997-09-19
Sky High,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]","{0: 'Michael Angarano', 1: 'Kurt Russell', 2: 'Kelly Preston', 3: 'Danielle Panabaker', 4: 'Kevin Heffernan', 5: 'Dee Jay Daniels', 6: 'Kelly Vitz'}",Mike Mitchell,100,550,1,0,1,35000000,86369815,11.041659,5.8,0.62,0.73,0.62,2005-07-29
In & Out,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]","{0: 'Kevin Kline', 1: 'Joan Cusack', 2: 'Tom Selleck', 3: 'Matt Dillon', 4: 'Debbie Reynolds', 5: 'Wilford Brimley', 6: 'Bob Newhart'}",Frank Oz,90,177,0,0,1,35000000,0,11.897925,6.3,0.63,0.72,0.7,1997-09-10
Species,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}]","{0: 'Natasha Henstridge', 1: 'Ben Kingsley', 2: 'Michael Madsen', 3: 'Alfred Molina', 4: 'Forest Whitaker', 5: 'Michelle Williams', 6: 'Marg Helgenberger'}",Roger Donaldson,108,453,1,0,1,35000000,113374103,23.607071,5.5,0.58,0.36,0.49,1995-07-07
A Nightmare on Elm Street,"[{""id"": 27, ""name"": ""Horror""}]","{0: 'John Saxon', 1: 'Ronee Blakley', 2: 'Heather Langenkamp', 3: 'Amanda Wyss', 4: 'Jsu Garcia', 5: 'Johnny Depp', 6: 'Robert Englund'}",Wes Craven,91,1180,0,1,0,1800000,25504513,38.204158,7.2,0.75,0.94,0.78,1984-11-14
The Cell,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]","{0: 'Jennifer Lopez', 1: ""Vincent D'Onofrio"", 2: 'Vince Vaughn', 3: 'Marianne Jean-Baptiste', 4: 'Catherine Sutherland', 5: 'James Gammon', 6: 'Colton James'}",Tarsem Singh,107,436,1,0,1,33000000,104155843,25.413955,6,0.63,0.46,0.4,2000-08-17
Secretariat,"[{""id"": 18, ""name"": ""Drama""}]","{0: 'Diane Lane', 1: 'John Malkovich', 2: 'Scott Glenn', 3: 'Dylan Walsh', 4: 'Fred Dalton Thompson', 5: 'Margo Martindale', 6: 'Nelsan Ellis'}",Randall Wallace,123,103,1,0,0,35000000,60251371,9.525037,6.8,0.72,0.63,0.61,2010-08-20
TMNT,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]","{0: 'Chris Evans', 1: 'Sarah Michelle Gellar', 2: 'Mako', 3: 'Kevin Smith', 4: 'Patrick Stewart', 5: 'Zhang Ziyi', 6: 'Laurence Fishburne'}",Kevin Munroe,90,345,0,1,1,34000000,95608995,18.39217,6,0.63,0.34,0.41,2007-03-23
Radio,"[{""id"": 18, ""name"": ""Drama""}]","{0: 'Cuba Gooding Jr.', 1: 'Ed Harris', 2: 'Alfre Woodard', 3: 'S. Epatha Merkerson', 4: 'Debra Winger', 5: 'Chris Mulkey'}",Mike Tollin,109,141,0,0,0,32000000,52277485,9.254647,6.8,0.69,0.36,0.38,2003-10-24
Friends with Benefits,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]","{0: 'Justin Timberlake', 1: 'Mila Kunis', 2: 'Patricia Clarkson', 3: 'Woody Harrelson', 4: 'Nolan Gould', 5: 'Shaun White', 6: 'Jenna Elfman'}",Will Gluck,109,2237,1,1,1,35000000,150483765,40.526587,6.5,0.66,0.69,0.63,2011-07-21
Neighbors 2: Sorority Rising,"[{""id"": 35, ""name"": ""Comedy""}]","{0: 'Seth Rogen', 1: 'Rose Byrne', 2: 'Zac Efron', 3: 'Chloë Grace Moretz', 4: 'Kiersey Clemons', 5: 'Dave Franco', 6: 'Ike Barinholtz'}",Nicholas Stoller,91,1462,1,0,1,35000000,108758521,50.179171,5.6,0.57,0.62,0.58,2016-05-04
Saving Mr. Banks,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]","{0: 'Emma Thompson', 1: 'Tom Hanks', 2: 'Paul Giamatti', 3: 'Colin Farrell', 4: 'Ruth Wilson', 5: 'Jason Schwartzman', 6: 'Bradley Whitford'}",John Lee Hancock,125,1226,0,1,1,35000000,112544580,31.957947,7.3,0.75,0.78,0.65,2013-11-16
Malcolm X,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]","{0: 'Denzel Washington', 1: 'Angela Bassett', 2: 'Albert Hall', 3: 'Al Freeman, Jr.', 4: 'Delroy Lindo', 5: 'Spike Lee', 6: 'Theresa Randle'}",Spike Lee,202,370,0,0,0,34000000,48169908,19.822791,7.2,0.77,0.91,0.72,1992-11-18
This Is 40,"[{""id"": 35, ""name"": ""Comedy""}]","{0: 'Paul Rudd', 1: 'Leslie Mann', 2: 'Jason Segel', 3: 'Maude Apatow', 4: 'Megan Fox', 5: 'Lena Dunham', 6: 'Melissa McCarthy'}",Judd Apatow,134,896,0,0,1,35000000,88058786,38.429648,5.6,0.62,0.51,0.59,2012-12-20
Old Dogs,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]","{0: 'Robin Williams', 1: 'John Travolta', 2: 'Seth Green', 3: 'Justin Long', 4: 'Matt Dillon', 5: 'Kelly Preston', 6: 'Bernie Mac'}",Walt Becker,88,210,0,1,1,35000000,92219310,13.707843,5.2,0.54,0.05,0.19,2009-11-24
Underworld: Rise of the Lycans,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]","{0: 'Bill Nighy', 1: 'Michael Sheen', 2: 'Rhona Mitra', 3: 'Shane Brolly', 4: 'Steven Mackintosh', 5: 'Kevin Grevioux', 6: 'David Aston'}",Patrick Tatopoulos,92,1428,0,0,1,35000000,91353501,51.927471,6.2,0.66,0.29,0.44,2009-01-22
License to Wed,"[{""id"": 35, ""name"": ""Comedy""}]","{0: 'Robin Williams', 1: 'Mandy Moore', 2: 'John Krasinski', 3: 'Eric Christian Olsen', 4: 'Christine Taylor', 5: 'Josh Flitter', 6: 'DeRay Davis'}",Ken Kwapis,91,253,1,1,1,35000000,69307224,14.503568,5.2,0.53,0.07,0.25,2007-07-04
Must Love Dogs,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]","{0: 'Diane Lane', 1: 'John Cusack', 2: 'Elizabeth Perkins', 3: 'Christopher Plummer', 4: 'Dermot Mulroney', 5: 'Stockard Channing', 6: 'Ali Hillis'}",Gary David Goldberg,98,140,1,0,1,30000000,58405313,11.120167,5.8,0.59,0.35,0.46,2005-07-21
Donnie Brasco,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]","{0: 'Johnny Depp', 1: 'Al Pacino', 2: 'Michael Madsen', 3: 'Bruno Kirby', 4: 'James Russo', 5: 'Anne Heche', 6: 'Zeljko Ivanek'}",Mike Newell,127,1147,0,1,1,35000000,41954997,40.370442,7.4,0.78,0.88,0.76,1997-02-27
Resident Evil,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]","{0: 'Milla Jovovich', 1: 'Michelle Rodriguez', 2: 'Eric Mabius', 3: 'Ryan McCluskey', 4: 'Oscar Pearce', 5: 'Indra Ové', 6: 'Anna Bolt'}",Paul W.S. Anderson,100,2065,0,1,1,33000000,102984862,40.715623,6.4,0.67,0.34,0.33,2002-03-15
Poltergeist,"[{""id"": 27, ""name"": ""Horror""}]","{0: 'Craig T. Nelson', 1: 'JoBeth Williams', 2: 'Beatrice Straight', 3: ""Heather O'Rourke"", 4: 'Dominique Dunne', 5: 'Oliver Robins', 6: 'Zelda Rubinstein'}",Tobe Hooper,114,794,0,0,0,10700000,122200000,36.230204,7,0.74,0.86,0.79,1982-06-04
Max Payne,"[{""id"": 28, ""name"": ""Action""}]","{0: 'Mark Wahlberg', 1: 'Mila Kunis', 2: 'Beau Bridges', 3: 'Ludacris', 4: ""Chris O'Donnell"", 5: 'Donal Logue', 6: 'Amaury Nolasco'}",John Moore,100,613,0,1,1,35000000,85416905,25.903237,5.2,0.54,0.16,0.31,2008-10-15
In Time,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]","{0: 'Justin Timberlake', 1: 'Amanda Seyfried', 2: 'Cillian Murphy', 3: 'Olivia Wilde', 4: 'Alex Pettyfer', 5: 'Johnny Galecki', 6: 'Matt Bomer'}",Andrew Niccol,109,3417,0,0,1,40000000,173930596,60.231382,6.7,0.67,0.36,0.53,2011-10-27
The Back-Up Plan,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]","{0: 'Jennifer Lopez', 1: ""Alex O'Loughlin"", 2: 'Danneel Ackles', 3: 'Eric Christian Olsen', 4: 'Anthony Anderson', 5: 'Noureen DeWulf', 6: 'Melissa McCarthy'}",Alan Poul,106,458,0,0,1,35000000,77477008,18.38292,5.7,0.53,0.18,0.34,2010-04-23
Something Borrowed,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]","{0: 'Kate Hudson', 1: 'Ginnifer Goodwin', 2: 'John Krasinski', 3: 'Colin Egglesfield', 4: 'Ashley Williams', 5: 'Steve Howey', 6: 'Jill Eikenberry'}",Luke Greenfield,112,296,1,0,1,35000000,59901913,14.029012,5.9,0.59,0.15,0.36,2011-05-05
The Bad News Bears,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]","{0: 'Walter Matthau', 1: ""Tatum O'Neal"", 2: 'Ben Piazza', 3: 'Vic Morrow', 4: 'Erin Blunt', 5: 'Jackie Earle Haley', 6: 'Gary Lee Cavagnaro'}",Michael Ritchie,102,97,0,0,1,35000000,35323292,6.889633,6.9,0.73,0.96,0.83,1976-04-07
The Pianist,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]","{0: 'Adrien Brody', 1: 'Thomas Kretschmann', 2: 'Frank Finlay', 3: 'Maureen Lipman', 4: 'Emilia Fox', 5: 'Ed Stoppard', 6: 'Julia Rayner'}",Roman Polanski,150,1864,0,0,0,35000000,120072577,50.587541,8,0.85,0.96,0.85,2002-09-24
The Nativity Story,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]","{0: 'Keisha Castle-Hughes', 1: 'Oscar Isaac', 2: 'Hiam Abbass', 3: 'Shaun Toub', 4: 'Ciarán Hinds', 5: 'Shohreh Aghdashloo', 6: 'Stanley Townsend'}",Catherine Hardwicke,101,35,0,0,0,35000000,0,3.721272,6.4,0.68,0.38,0.52,2006-12-01
House of Wax,"[{""id"": 27, ""name"": ""Horror""}]","{0: 'Elisha Cuthbert', 1: 'Paris Hilton', 2: 'Brian Van Holt', 3: 'Jared Padalecki', 4: 'Chad Michael Murray', 5: 'Jon Abrahams', 6: ""Robert Ri'chard""}",Jaume Collet-Serra,113,677,0,0,0,40000000,68766121,17.157738,5.5,0.53,0.25,0.41,2005-04-30
Closer,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]","{0: 'Julia Roberts', 1: 'Jude Law', 2: 'Natalie Portman', 3: 'Clive Owen', 4: 'Colin Stinton', 5: 'Nick Hobbs', 6: 'Steve Benham'}",Mike Nichols,104,811,0,0,0,27000000,115505027,22.636908,6.7,0.73,0.68,0.65,2004-12-01
J. Edgar,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 36, ""name"": ""History""}]","{0: 'Leonardo DiCaprio', 1: 'Josh Hamilton', 2: 'Geoff Pierson', 3: 'Armie Hammer', 4: 'Naomi Watts', 5: 'Judi Dench', 6: 'Gunner Wright'}",Clint Eastwood,137,741,0,1,0,35000000,84606030,28.069419,6,0.66,0.43,0.59,2011-11-09
Mirrors,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]","{0: 'Kiefer Sutherland', 1: 'Paula Patton', 2: 'Amy Smart', 3: 'Cameron Boyce', 4: 'Erica Gluck', 5: 'Jason Flemyng', 6: 'Darren Kent'}",Alexandre Aja,110,485,1,0,1,35000000,72436439,19.774543,6,0.62,0.14,0.35,2008-08-15
Queen of the Damned,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}]","{0: 'Stuart Townsend', 1: 'Aaliyah', 2: 'Marguerite Moreau', 3: 'Vincent Pérez', 4: 'Paul McGann', 5: 'Lena Olin', 6: 'Claudia Black'}",Michael Rymer,101,239,0,0,0,35000000,45479110,11.644243,5.4,0.53,0.17,0.3,2002-02-10
Predator 2,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]","{0: 'Kevin Peter Hall', 1: 'Danny Glover', 2: 'Gary Busey', 3: 'Rubén Blades', 4: 'María Conchita Alonso', 5: 'Bill Paxton', 6: 'Adam Baldwin'}",Stephen Hopkins,108,730,0,0,1,35000000,57120318,27.934978,5.9,0.62,0.28,0.46,1990-11-20
Untraceable,"[{""id"": 18, ""name"": ""Drama""}]","{0: 'Diane Lane', 1: 'Billy Burke', 2: 'Colin Hanks', 3: 'Joseph Cross', 4: 'Mary Beth Hurt', 5: 'Peter Lewis', 6: 'Perla Haney-Jardine'}",Gregory Hoblit,101,238,0,0,0,35000000,32483410,12.677505,5.9,0.62,0.16,0.32,2008-01-22
